DNS Customer Code,Customer Name,Phone no,Route code,Route Name,Emp Code name,acedns,Credit Limit,Credit Days,Current Balance,Black list,TD,Branch code,Cust type,rds tag,Sauda validity period,Address,Landline no,Owner name,Owner phone,Cust class,Weekly closing day,Coverage type,TIN,PAN,District,Minimum stock,Bank name,Bank account number,Email,Visit Day,State
,"AMAL BHANDER",,PANCHANAN GRAM,"PANCHANAN GRAM",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"AMALER PAN SHOP",,RAMGARH,"RAMGARH",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"AMAR STORES",,BARADA AVENUE,"BARADA AVENUE",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"AMBIKA MOUBI",,JODHPUR MARKET,"JODHPUR MARKET",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"AMIT GANGULY",,BOSE PUKUR,"BOSE PUKUR",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"AMIT PAN",,CHAWBAGA,"CHAWBAGA",SUBRATA DAS,Y,0,,0,N,0,,R,"MA SARADA ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"AMIT SHAW",,ASHUTOSH COLONY,"ASHUTOSH COLONY",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"AMIT STORES",,LONI NAGAR ROAD,"LONI NAGAR ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"AMIT STORES",,GARFA main road,"GARFA MAIN ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"AMITA VARIETY",,BAGHAJATIN,"BAGHAJATIN",SUBRATA DAS,Y,0,,0,N,0,,R,"SHIB TRADERS",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANANTA STORES",,RUBY GOLD PARK,"RUBY GOLD PARK",SUBRATA DAS,Y,0,,0,N,0,,R,"ADDYA AGENCY",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANIMA STORES",,,"VIDYASAGAR COLONEY",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANIMA TRADING",,,"HARIDEVPUR",SUJIT SARKAR,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANITA STORE",,RAJDANGA MAIN ROAD,"RAJDANGA MAIN ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANITA STORE",,SALIMPUR ROAD,"SALIMPUR ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANITA VARIETY STORES",,BAGHAJATIN,"BAGHAJATIN",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANJALI STORES",,RAMGARH,"RAMGARH",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANJALI STORES",,BOSEPUKUR,"BOSEPUKUR",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANJANA STORES",,KAVI SUKANTA ROAD,"KAVI SUKANTA ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"MA KALI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANNADATA STORES",,HALTU,"HALTU",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANNAPURNA BHANDAR",,BIRNAGAR,"BIRNAGAR",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANNAPURNA BHANDER",,PURBACHAL MAIN ROAD,"PURBACHAL MAIN ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANNAPURNA DIST",,,"SOVABAZAR",AVIJIT CHATTERJEE,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANNAPURNA STORE",,BAGHAJATIN,"BAGHAJATIN",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANU STORE",,JADAVPUR,"JADAVPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"RAJMITA ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANUKUL STORES",,ANANDAPUR,"ANANDAPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"ADDYA AGENCY",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANUPAM STORES",,JADHAVPUR BAZAR,"JADHAVPUR BAZAR",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ANUSHREE ENT",,PICNIC GARDEN,"PICNIC GARDEN",SUBRATA DAS,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,West Bengal
,"APARNA TEA",,SALIMPUR LANE,"SALIMPUR LANE",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"APON SHOP",,LAKE GARGEN,"LAKE GARGEN",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"APPAYAN",,GANGULI BAGAN,"GANGULI BAGAN",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ARABINDA ENTERPRISE",,NALINI NAGAR,"NALINI NAGAR",SUBRATA DAS,Y,0,,0,N,0,,R,"ADDYA AGENCY",,"",,"",,,,,,,,0,,,,,West Bengal
,"ARABINDA PAN SHOP",,LAKE GARGEN,"LAKE GARGEN",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ARATI STORES",,PICNIC GARDEN,"PICNIC GARDEN",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ARATI STORES",,JADHAVPUR GARDEN ROA,"JADHAVPUR GARDEN ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ARBIND",,ANANDAPUR,"ANANDAPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"MA SARADA ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ARITRA COMMUNICATION",,B.B CHATTERJEE ROAD,"B.B CHATTERJEE ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"ARUN SHAW",,RAIPUR ROAD,"RAIPUR ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"SHIB TRADERS",,"",,"",,,,,,,,0,,,,,West Bengal
,"ARUN TEA",,JADHAVPUR BAZAR,"JADHAVPUR BAZAR",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ARUP STORE",,SANTOSHPUR,"SANTOSHPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"ARYAN STORE",,ANANDAPUR,"ANANDAPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"MA SARADA ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ASHA STORE",,SIBAJI ROAD,"SIBAJI ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ASHA STORES",,PURNA DAS ROAD,"PURNA DAS ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ASHA STORES",,JODHPUR,"JODHPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ASHIRBAD",,NAKTALA,"NAKTALA",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ASHIRBAD",,ANANDAPUR,"ANANDAPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"MA SARADA ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ASHIRBAD VARIETY",,BAGHAJATIN,"BAGHAJATIN",SUBRATA DAS,Y,0,,0,N,0,,R,"SHIB TRADERS",,"",,"",,,,,,,,0,,,,,West Bengal
,"ASHIS STORES",,GARFA main road,"GARFA MAIN ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"ASHOK GUPTA",,GOBINDAPUR,"GOBINDAPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ASHOK MODOK",,JAHURA BAZAR,"JAHURA BAZAR",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"ASHOK PAUL",,K.N SEN ROAD,"K.N SEN ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"ASIT STORE",,SANTOSHPUR,"SANTOSHPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"ASMITA STORES",,ANANDAPUR,"ANANDAPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"ADDYA AGENCY",,"",,"",,,,,,,,0,,,,,West Bengal
,"ASTAMI PAN STALL",,ANANDAPUR,"ANANDAPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"ADDYA AGENCY",,"",,"",,,,,,,,0,,,,,West Bengal
,"AVIJIT CONFECTIONARY",,DR.D.D. RAHAMAN ROAD,"DR.D.D. RAHAMAN ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"AYAN ENT",,,"SONARPUR",DIBYENDU BASAK,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,West Bengal
,"AYNANNYA STORES",,PLAM AVE,"PLAM AVE",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"B C KAYAL",,BALLYGANJE GARIAHAT,"BALLYGANJE GARIAHAT",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"B D SINGH",,HAZRA ROAD,"HAZRA ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"B. BHOWMIK",,BANI BANERJEE AVENUE,"BANI BANERJEE AVENUE",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"B.D.ENT",,,"RAJPUR",DIBYENDU BASAK,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,West Bengal
,"B.K STORES",,MAHARAJA TAGORE ROAD,"MAHARAJA TAGORE ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"B.N STORES",,R.R. PLOT,"R.R. PLOT",SUBRATA DAS,Y,0,,0,N,0,,R,"ADDYA AGENCY",,"",,"",,,,,,,,0,,,,,West Bengal
,"BABA LOKHNATH STORE",,DR.G.S BOSE ROAD,"DR.G.S BOSE ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BABA LOKHNATH STORES",,DHAKURIA EAST ROAD,"DHAKURIA EAST ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BABA LOKHNATH STORES",,R.N.DAS RD,"R.N.DAS RD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BABA VARIETY STORES",,SAHID NAGAR,"SAHID NAGAR",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BABLU SWEET",,JADHAVPUR,"JADHAVPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BABU PAN SHOP",,LAKE GARDEN,"LAKE GARDEN",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BABY STORES",,PRINCE GOLAM MAHAMMA,"PRINCE GOLAM MAHAMMAD SAHA ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BAHAR PAN",,GARFA main road,"GARFA MAIN ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BAJRANBALI STORES",,B.P TOWNSHIP,"B.P TOWNSHIP",SUBRATA DAS,Y,0,,0,N,0,,R,"MA KALI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BALAJI GENERAL STORE",,PICNIC GARDEN ROAD,"PICNIC GARDEN ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BALAJI TRADING",,,"HARIDEVPUR",SUJIT SARKAR,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,West Bengal
,"BANARASI BHANDAR",,HALTU,"HALTU",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BANARASI PAN",,V.I.P NAGAR,"V.I.P NAGAR",SUBRATA DAS,Y,0,,0,N,0,,R,"MA SARADA ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BANIK VARIETY STORE",,SRI COLONY BAZAR ROA,"SRI COLONY BAZAR ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"RAJMITA ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BAPI STORE",,SERVEY PARK,"SERVEY PARK",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BAPI STORES",,SAHID NAGAR,"SAHID NAGAR",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BAPI STORES",,SAHIDNAGAR,"SAHIDNAGAR",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BAPPA STORE",,MORDERN PARK,"MORDERN PARK",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BAPPA STORES",,V.I.P NAGAR,"V.I.P NAGAR",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BARNALI STORE",,KS ROY ROAD,"KS ROY ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"SHIB TRADERS",,"",,"",,,,,,,,0,,,,,West Bengal
,"BASANA STORES",,,"BIJOY GARH",SUBRATA DAS,Y,0,,0,N,0,,R,"SHIB TRADERS",,"",,"",,,,,,,,0,,,,,West Bengal
,"BASANTI STORES",,RAMGARH,"RAMGARH",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BASANTI STORES",,BAISNABGHATA,"BAISNABGHATA",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BASANTI VARIETY",,,"JULPIA",DIBYENDU BASAK,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,West Bengal
,"BASHAK",,RAMGARH,"RAMGARH",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BENARASHI PAN",,EKDALIA ROAD,"EKDALIA ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BENARASHI PAN",,BANDEL ROAD,"BANDEL ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BHADRA VARIETY STORES",,GARFA main road,"GARFA MAIN ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BHAGABAN DAS",,JHILL RD PAUL BAZAR,"JHILL RD PAUL BAZAR",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BHAGABATI STORES",,,"BRAMHAPUR BADAMTALA",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BHAI BHAI STORES",,CRONFIELD ROAD,"CRONFIELD ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BHIM STORES",,SALIMPUR ROAD,"SALIMPUR ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BHOLA PAN SHOP",,PRINCE ANWAR SHAH RO,"PRINCE ANWAR SHAH ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BHOLA SANKAR",,JADU BAZAR,"JADU BAZAR",SUBRATA DAS,Y,0,,0,N,0,,R,"M.S.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BHOMBAL",,KENDUA RD,"KENDUA RD",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BHUJIA SHOP",,NAKTALA,"NAKTALA",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BIDHU STORES",,ASUTOSH COLONY,"ASUTOSH COLONY",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BIJALI STORES",,GARFA,"GARFA",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BIJON STORES",,JHILL ROAD,"JHILL ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BIJOY KUMAR",,KASBA NEW MARKET,"KASBA NEW MARKET",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BIKASH BHANDAR",,RAJENDRA PRASADCOLO,"RAJENDRA PRASADCOLONEY",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BIMAL STORES",,GANGULI BAGAN,"GANGULI BAGAN",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BIMAL STORES",,SELIMPUR,"SELIMPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BIMAL STORES",,,"MUKUNDAPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"ADDYA AGENCY",,"",,"",,,,,,,,0,,,,,West Bengal
,"BIMAL STORES",,DHAKURIA STN ROAD,"DHAKURIA STN ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"SHIB TRADERS",,"",,"",,,,,,,,0,,,,,West Bengal
,"BINA STORE",,SANTOSHPUR,"SANTOSHPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BINDAY STORE",,,"ASG RD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BINDE STORES",,KALUPARA ROAD,"KALUPARA ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BINDHYA BANSHI",,BANDEL ROAD,"BANDEL ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BIPUL STORES",,LAKE EAST ROAD,"LAKE EAST ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"MA KALI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BISWAJIT VARIETY",,AHALLA NAGAR,"AHALLA NAGAR",SUBRATA DAS,Y,0,,0,N,0,,R,"ADDYA AGENCY",,"",,"",,,,,,,,0,,,,,West Bengal
,"BISWAS VARIETY",,MISHAN MARKET,"MISHAN MARKET",SUBRATA DAS,Y,0,,0,N,0,,R,"ADDYA AGENCY",,"",,"",,,,,,,,0,,,,,West Bengal
,"BONITA ENT",,,"SONARPUR",DIBYENDU BASAK,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,West Bengal
,"BUBAI STORES",,EAST RAJAPUR,"EAST RAJAPUR",SUBRATA DAS,Y,0,,0,N,0,,R,"MA KALI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BUDGET STORES",,A B.B CHATTERJEE ROA,"A B.B CHATTERJEE ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"DAS MARKETING",,"",,"",,,,,,,,0,,,,,West Bengal
,"BUJA STORES",,BAKULTAL LANE,"BAKULTAL LANE",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BURI MAA BHANDER",,RAMGARH,"RAMGARH",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"BURIMA VARIETY",,RAMGARH,"RAMGARH",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"C G COM",,KALIBARI LANE,"KALIBARI LANE",SUBRATA DAS,Y,0,,0,N,0,,R,"SHIB TRADERS",,"",,"",,,,,,,,0,,,,,West Bengal
,"C SARDAR",,PANCHANANTALA,"PANCHANANTALA",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"CHAKUM CHAKUM",,P ANWAR SHAH ROAD,"P ANWAR SHAH ROAD",SUBRATA DAS,Y,0,,0,N,0,,R,"M.M.ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"CHAYANIKA",,BEDIA DANGA,"BEDIA DANGA",SUBRATA DAS,Y,0,,0,N,0,,R,"ANUSHREE ENT",,"",,"",,,,,,,,0,,,,,West Bengal
,"CHOTKA DAS",,SREE COLONY,"SREE COLONY",SUBRATA DAS,Y,0,,0,N,0,,R,"SHIB TRADERS",,"",,"",,,,,,,,0,,,,,West Bengal
,"CHOWDHURY STORES",,RAMGARH,"RAMGARH",SUBRATA DAS,Y,0,,0,N,0,,R,"TRIPTI ENT",,"",,"",,,,,,,,0,,,,,West Bengal
